aaron,ˈɛɹən
regarded,ɹɪˈɡɑɹdɪd
regarding,ɹɪˈɡɑɹdɪŋ
regardless,ɹəˈɡɑɹdləs
regards,ɹɪˈɡɑɹdz
reggae,ˈɹɛˌɡej
regime,ɹejˈʒim
region,ˈɹidʒən
regional,ˈɹidʒənəl
regions,ˈɹidʒənz
register,ˈɹɛdʒɪstɝ
registered,ˈɹɛdʒɪstɝd
registrar,ˈɹɛdʒɪˌstɹɑɹ
registration,ˌɹɛdʒɪˈstɹejʃən
registry,ˈɹɛdʒɪstɹi
regression,ɹəˈɡɹɛʃən
regular,ˈɹejɡjəlɝ
regularly,ˈɹɛɡjəlɝli
regulated,ˈɹɛɡjəˌlejtɪd
regulation,ˌɹɛɡjəˈlejʃən
regulations,ˌɹɛɡjəˈlejʃənz
regulatory,ˈɹɛɡjələˌtɔɹi
rehab,ɹihæb
rehabilitation,ˌɹiəˌbɪləˈtejʃən
reid,ˈɹid
reject,ˈɹidʒɛkt
rejected,ɹiˈdʒɛktɪd
relate,ɹiˈlejt
related,ˌɹiˈlejtɪd
relates,ɹiˈlejts
relating,ɹiˈlejtɪŋ
relation,ɹiˈlejʃən
relations,ɹiˈlejʃənz
relationship,ɹiˈlejʃənˌʃɪp
relationships,ɹiˈlejʃənˌʃɪps
relative,ˈɹɛlətɪv
relatively,ˈɹɛlətɪvli
relatives,ˈɹɛlətɪvz
relax,ɹiˈlæks
relaxation,ˌɹilækˈsejʃən
relay,ˈɹiˌlej
release,ɹiˈlis
released,ɹiˈlist
releases,ɹɪˈlisɪz
relevance,ˈɹɛləvəns
relevant,ˈɹɛləvənt
reliability,ɹiˌlajəˈbɪləti
reliable,ɹiˈlajəbəl
reliance,ɹiˈlajəns
relief,ɹiˈlif
religion,ɹiˈlɪdʒən
religions,ɹiˈlɪdʒənz
religious,ɹiˈlɪdʒəs
reload,ɹiˈlowd
relocation,ˌɹiˈlowˈkejʃən
rely,ɹiˈlaj
relying,ɹiˈlajɪŋ
remain,ɹiˈmejn
remainder,ɹiˈmejndɝ
remained,ɹiˈmejnd
remaining,ɹiˈmejnɪŋ
remains,ɹiˈmejnz
remark,ɹiˈmɑɹk
remarkable,ɹiˈmɑɹkəbəl
remarks,ɹiˈmɑɹks
remedies,ˈɹɛmədiz
remedy,ˈɹɛmədi
remember,ɹiˈmɛmbɝ
remembered,ɹiˈmɛmbɝd
remind,ɹiˈmajnd
reminder,ɹiˈmajndɝ
remote,ɹiˈmowt
removable,ɹɪˈmuvəbəl
removal,ɹɪˈmuvəl
remove,ɹiˈmuv
removed,ɹiˈmuvd
removing,ɹiˈmuvɪŋ
renaissance,ˌɹɛnəˈsɑns
render,ˈɹɛndɝ
rendered,ˈɹɛndɝd
rendering,ˈɹɛndɝɪŋ
renew,ɹɪˈnu
renewable,ɹiˈnuəbəl
renewal,ɹɪˈnuəl
reno,ˈɹinow
rent,ˈɹɛnt
rental,ˈɹɛntəl
rentals,ˈɹɛntəlz
rep,ˈɹɛp
repair,ɹɪˈpɛɹ
repairs,ɹiˈpɛɹz
repeat,ɹiˈpit
repeated,ɹiˈpitɪd
replace,ˌɹiˈplejs
replaced,ˌɹiˈplejst
replacement,ɹɪˈplejsmənt
replacing,ɹɪˈplejsɪŋ
replica,ˈɹɛplɪkə
replication,ˌɹɛpləˈkejʃən
replied,ɹiˈplajd
replies,ɹiˈplajz
reply,ɹiˈplaj
report,ɹiˈpɔɹt
reported,ˌɹiˈpɔɹtɪd
reporter,ɹɪˈpɔɹtɝ
reporters,ɹɪˈpɔɹtɝz
reporting,ɹiˈpɔɹtɪŋ
reports,ɹiˈpɔɹts
repository,ɹiˈpɑzəˌtɔɹi
represent,ˌɹɛpɹɪˈzɛnt
representation,ˌɹɛpɹəzɛnˈtejʃən
representations,ˌɹɛpɹəzənˈtejʃənz
representative,ˌɹɛpɹəˈzɛnətɪv
representatives,ˌɹɛpɹəˈzɛnətɪvz
represented,ˌɹɛpɹɪˈzɛntɪd
representing,ˌɹɛpɹɪˈzɛntɪŋ
represents,ˌɹɛpɹɪˈzɛnts
reprint,ɹiˈpɹɪnt
reprints,ɹiˈpɹɪnts
reproduce,ˌɹipɹəˈdus
reproduced,ˌɹipɹəˈdust
reproduction,ˌɹipɹəˈdəkʃən
reproductive,ˌɹipɹəˈdəktɪv
republic,ɹiˈpəblək
republican,ɹiˈpəbləkən
republicans,ɹiˈpəbləkənz
reputation,ˌɹɛpjəˈtejʃən
request,ɹiˈkwɛst
requested,ɹiˈkwɛstɪd
requesting,ɹiˈkwɛstɪŋ
requests,ɹiˈkwɛs
require,ˌɹiˈkwajɝ
required,ɹiˈkwajɝd
requirement,ɹɪˈkwajɹmənt
requirements,ɹɪˈkwajɹmənts
requires,ɹiˈkwajɝz
requiring,ɹiˈkwajɝɪŋ
rescue,ˈɹɛskju
research,ˈɹisɝtʃ
researcher,ˈɹisɝtʃɝ
researchers,ˈɹisɝtʃɝz
reseller,ɹiˈsɛlɝ
reservation,ˌɹɛzɝˈvejʃən
reservations,ˌɹɛzɝˈvejʃənz
reserve,ɹiˈzɝv
reserved,ɹiˈzɝvd
reserves,ɹiˈzɝvz
reservoir,ˈɹɛzəvˌwɑɹ
reset,ˈɹisɛt
residence,ˈɹɛzɪdəns
resident,ˈɹɛzɪdənt
residential,ˌɹɛzɪˈdɛnʃəl
residents,ˈɹɛzɪdənts
resist,ɹiˈzɪst
resistance,ɹiˈzɪstəns
resistant,ɹiˈzɪstənt
resolution,ˌɹɛzəˈluʃən
resolutions,ˌɹɛzəˈluʃənz
resolve,ɹiˈzɑlv
resolved,ɹiˈzɑlvd
resort,ɹiˈsɔɹt
resorts,ɹiˈsɔɹts
resource,ˈɹisɔɹs
resources,ˈɹisɔɹsɪz
respect,ɹiˈspɛkt
respected,ɹiˈspɛktɪd
respective,ɹiˈspɛktɪv
respectively,ɹɪˈspɛktɪvli
respiratory,ˈɹɛspɝəˌtɔɹi
respond,ɹiˈspɑnd
responded,ɹiˈspɑndəd
respondent,ɹɪˈspɑndənt
respondents,ɹɪˈspɑndənts
responding,ɹiˈspɑndɪŋ
response,ɹiˈspɑns
responses,ɹiˈspɑnsəz
responsibilities,ɹiˌspɑnsəˈbɪlətiz
responsibility,ɹiˌspɑnsəˈbɪləti
responsible,ɹiˈspɑnsəbəl
rest,ˈɹɛst
restaurant,ˈɹɛsˌtɹɑnt
restaurants,ˈɹɛsˌtɹɑnts
restoration,ˌɹɛstɝˈejʃən
restore,ɹɪˈstɔɹ
restored,ɹɪˈstɔɹd
restrict,ɹiˈstɹɪkt
restricted,ɹiˈstɹɪktəd
restriction,ɹiˈstɹɪkʃən
restrictions,ɹiˈstɹɪkʃənz
restructuring,ɹiˈstɹəktʃɝɪŋ
result,ɹiˈzəlt
resulted,ɹiˈzəltəd
resulting,ɹiˈzəltɪŋ
results,ɹiˈzəlts
resume,ˈɹɛzəˌmej
resumes,ˈɹɛzəˌmejz
retail,ˈɹiˌtejl
retailer,ˈɹiˌtejlɝ
retailers,ˈɹiˌtejlɝz
retain,ɹiˈtejn
retained,ɹiˈtejnd
retention,ɹiˈtɛnʃən
retired,ɹiˈtajɝd
retirement,ɹiˈtajɝmənt
retreat,ɹiˈtɹit
retrieval,ɹiˈtɹivəl
retrieve,ɹiˈtɹiv
retrieved,ɹiˈtɹivd
retro,ˈɹɛtɹow
return,ɹiˈtɝn
returned,ɹiˈtɝnd
returning,ɹiˈtɝnɪŋ
returns,ɹiˈtɝnz
reunion,ɹiˈunjən
reuters,ˈɹɔjtɝz
reveal,ɹiˈvil
revealed,ɹiˈvild
reveals,ɹiˈvilz
revelation,ˌɹɛvəˈlejʃən
revenge,ɹiˈvɛndʒ
revenue,ˈɹɛvəˌnu
revenues,ˈɹɛvəˌnuz
reverse,ɹiˈvɝs
review,ˌɹivˈju
reviewed,ɹivˈjud
reviewer,ɹivˈjuɝ
reviewing,ɹivˈjuɪŋ
reviews,ɹəvˈjuz
revised,ɹiˈvajzd
revision,ɹiˈvɪʒən
revisions,ɹiˈvɪʒənz
revolution,ˌɹɛvəˈluʃən
revolutionary,ˌɹɛvəˈluʃəˌnɛɹi
reward,ɹiˈwɔɹd
rewards,ɹiˈwɔɹdz
reynolds,ˈɹɛnəldz
rhode,ˈɹowd
rhythm,ˈɹɪðəm
ribbon,ˈɹɪbən
rica,ˈɹikə
rice,ˈɹajs
rich,ˈɹɪtʃ
richard,ˈɹɪtʃɝd
richards,ˈɹɪtʃɝdz
richardson,ˈɹɪtʃɝdsən
richmond,ˈɹɪtʃmənd
rick,ˈɹɪk
ricky,ˈɹɪˌki
rico,ˈɹikow
rid,ˈɹɪd
ride,ˈɹajd
rider,ˈɹajdɝ
riders,ˈɹajdɝz
rides,ˈɹajdz
ridge,ˈɹɪdʒ
riding,ˈɹajdɪŋ
right,ˈɹajt
rights,ˈɹajts
ring,ˈɹɪŋ
rings,ˈɹɪŋz
rio,ˈɹiow
rip,ˈɹɪp
ripe,ˈɹajp
rise,ˈɹajz
rising,ˈɹajzɪŋ
risk,ˈɹɪsk
risks,ˈɹɪsks
river,ˈɹɪvɝ
rivers,ˈɹɪvɝz
riverside,ˈɹɪvɝˌsajd
rna,ˌɑˌɹɛˈnej
road,ˈɹowd
roads,ˈɹowdz
rob,ˈɹɑb
robbie,ˈɹɑbi
robert,ˈɹɑbɝt
roberts,ˈɹɑbɝts
robertson,ˈɹɑbɝtsən
robin,ˈɹɑbən
robinson,ˈɹɑbənsən
robot,ˈɹowˌbɑt
robots,ˈɹowˌbɑts
robust,ɹowˈbəst
rochester,ˈɹɑˌtʃɛstɝ
rock,ˈɹɑk
rocket,ˈɹɑkət
rocks,ˈɹɑks
rocky,ˈɹɑki
rod,ˈɹɑd
roger,ˈɹɑdʒɝ
rogers,ˈɹɑdʒɝz
roland,ˈɹowlənd
role,ˈɹowl
roles,ˈɹowlz
roll,ˈɹowl
rolled,ˈɹowld
roller,ˈɹowlɝ
rolling,ˈɹowlɪŋ
rolls,ˈɹowlz
rom,ˈɹɑm
roman,ˈɹowmən
romance,ˈɹowmæns
romania,ɹowˈmejniə
romantic,ɹowˈmæntɪk
rome,ˈɹowm
ron,ˈɹɑn
ronald,ˈɹɑnəld
roof,ˈɹuf
room,ˈɹum
roommate,ˈɹuˌmejt
roommates,ˈɹuˌmejts
rooms,ˈɹumz
root,ˈɹut
roots,ˈɹuts
rope,ˈɹowp
rosa,ˈɹowzə
rose,ˈɹowz
roses,ˈɹowzɪz
ross,ˈɹɑs
roster,ˈɹɑstɝ
rotary,ˈɹowtɝi
rotation,ɹowˈtejʃən
rouge,ˈɹuʒ
rough,ˈɹəf
roughly,ˈɹəfli
roulette,ɹuˈlɛt
round,ˈɹawnd
rounds,ˈɹawndz
route,ˈɹawt
router,ˈɹawtɝ
routers,ˈɹawtɝz
routes,ˈɹawts
routine,ɹuˈtin
routines,ɹuˈtinz
routing,ˈɹawtɪŋ
rover,ˈɹowvɝ
row,ˈɹow
rows,ˈɹowz
royal,ˈɹɔjəl
royalty,ˈɹɔjəlti
rpm,ˈɑɹˈpiˈɛm
rubber,ˈɹəbɝ
ruby,ˈɹubi
rug,ˈɹəɡ
rugby,ˈɹəɡbi
rugs,ˈɹəɡz
rule,ˈɹul
ruled,ˈɹuld
rules,ˈɹulz
ruling,ˈɹulɪŋ
run,ˈɹən
runner,ˈɹənɝ
running,ˈɹənɪŋ
runs,ˈɹənz
rural,ˈɹʊɹəl
rush,ˈɹəʃ
russell,ˈɹəsəl
russia,ˈɹəʃə
russian,ˈɹəʃən
ruth,ˈɹuθ
rwanda,ˌɹuˈɑndə
ryan,ˈɹajən
sacramento,ˌsækɹəˈmɛntow
sacred,ˈsejkɹəd
sacrifice,ˈsækɹəˌfajs
sad,ˈsæd
saddam,ˈsɑdəm
safari,səˈfɑɹi
safe,ˈsejf
safely,ˈsejfli
safer,ˈsejfɝ
safety,ˈsejfti
sage,ˈsejdʒ
said,ˈsɛd
sail,ˈsejl
sailing,ˈsejlɪŋ
saint,ˈsejnt
saints,ˈsejnts
sake,ˈsejk
salad,ˈsæləd
salaries,ˈsælɝiz
salary,ˈsælɝi
sale,ˈsejl
salem,ˈsejləm
sales,ˈsejlz
sally,ˈsæli
salmon,ˈsæmən
salon,səˈlɑn
salt,ˈsɔlt
salvador,ˈsælvəˌdɔɹ
salvation,sælˈvejʃən
sam,ˈsæm
samba,ˈsɑmbə
same,ˈsejm
samoa,səˈmowə
sample,ˈsæmpəl
samples,ˈsæmpəlz
sampling,ˈsæmplɪŋ
samsung,ˈsæmˌsəŋ
samuel,ˈsæmjul
sand,ˈsænd
sandra,ˈsændɹə
sandwich,ˈsæmwɪtʃ
sandy,ˈsændi
sans,ˈsænz
santa,ˈsænə
sanyo,ˈsɑnjow
sapphire,ˈsæfajɝ
sara,ˈsɛɹə
sarah,ˈsɛɹə
saskatchewan,sæˈskætʃəˌwɔn
sat,ˈsæt
satellite,ˈsætəˌlajt
satin,ˈsætən
satisfaction,ˌsætəsˈfækʃən
satisfactory,ˌsætəsˈfæktɹi
satisfied,ˈsætəsˌfajd
satisfy,ˈsætəsˌfaj
saturday,ˈsæˌtɪˌdej
saturn,ˈsætɝn
sauce,ˈsɔs
saudi,ˈsawdi
savage,ˈsævədʒ
savannah,səˈvænə
save,ˈsejv
saved,ˈsejvd
saver,ˈsejvɝ
saves,ˈsejvz
saving,ˈsejvɪŋ
savings,ˈsejvɪŋz
saw,ˈsɔ
say,ˈsej
saying,ˈsejɪŋ
says,ˈsɛz
scale,ˈskejl
scales,ˈskejlz
scan,ˈskæn
scanned,ˈskænd
scanner,ˈskænɝ
scanners,ˈskænɝz
scanning,ˈskænɪŋ
scared,ˈskɛɹd
scary,ˈskɛɹi
scenario,sɪˈnɛɹiow
scenarios,sɪˈnɛɹiowz
scene,ˈsin
scenes,ˈsinz
scenic,ˈsinɪk
schedule,ˈskɛdʒul
scheduled,ˈskɛdʒuld
schedules,ˈskɛdʒulz
scheduling,ˈskɛdʒulɪŋ
schema,ˈskimə
scheme,ˈskim
schemes,ˈskimz
scholar,ˈskɑlɝ
scholars,ˈskɑlɝz
scholarship,ˈskɑlɝˌʃɪp
scholarships,ˈskɑlɝˌʃɪps
school,ˈskul
schools,ˈskulz
sci,ˈɛsˈsiˈaj
science,ˈsajəns
sciences,ˈsajənsəz
scientific,ˌsajənˈtɪfɪk
scientist,ˈsajəntɪst
scientists,ˈsajəntɪs
scoop,ˈskup
scope,ˈskowp
score,ˈskɔɹ
scored,ˈskɔɹd
scores,ˈskɔɹz
scoring,ˈskɔɹɪŋ
scotia,ˈskowʃə
scotland,ˈskɑtlənd
scott,ˈskɑt
scottish,ˈskɑtɪʃ
scout,ˈskawt
scratch,ˈskɹætʃ
screen,ˈskɹin
screening,ˈskɹinɪŋ
screens,ˈskɹinz
screenshot,ˈskɹinˌʃɑt
screenshots,ˈskɹinˌʃɑts
screw,ˈskɹu
script,ˈskɹɪpt
scripts,ˈskɹɪps
scroll,ˈskɹowl
scsi,ˈskʊˌzi
scuba,ˈskubə
sculpture,ˈskəlptʃɝ
sea,ˈsi
seafood,ˈsiˌfud
seal,ˈsil
sealed,ˈsild
sean,ˈʃɔn
search,ˈsɝtʃ
searched,ˈsɝtʃt
searches,ˈsɝtʃɪz
searching,ˈsɝtʃɪŋ
seas,ˈsiz
season,ˈsizən
seasonal,ˈsizənəl
seasons,ˈsizənz
seat,ˈsit
seating,ˈsitɪŋ
seats,ˈsits
seattle,siˈætəl
sec,ˈsɛk
second,ˈsɛkənd
secondary,ˈsɛkənˌdɛɹi
seconds,ˈsɛkəndz
secret,ˈsikɹət
secretariat,ˌsɛkɹɪˈtɛɹiət
secretary,ˈsɛkɹəˌtɛɹi
secrets,ˈsikɹəts
section,ˈsɛkʃən
sections,ˈsɛkʃənz
sector,ˈsɛktɝ
sectors,ˈsɛktɝz
secure,sɪkˈjʊɹ
secured,sɪkˈjʊɹd
securely,sɪkˈjʊɹli
securities,sɪkˈjʊɹətiz
security,sɪkˈjʊɹəti
see,ˈsi
seed,ˈsid
seeds,ˈsidz
seeing,ˈsiɪŋ
seek,ˈsik
seeker,ˈsikɝ
seekers,ˈsikɝz
seeking,ˈsikɪŋ
seeks,ˈsiks
seem,ˈsim
seemed,ˈsimd
seems,ˈsimz
seen,ˈsin
sees,ˈsiz
sega,ˈsejɡə
segment,ˈsɛɡmənt
segments,ˈsɛɡmənts
select,səˈlɛkt
selected,səˈlɛktɪd
selecting,səˈlɛktɪŋ
selection,səˈlɛkʃən
selections,səˈlɛkʃənz
selective,səˈlɛktɪv
self,ˈsɛlf
sell,ˈsɛl
seller,ˈsɛlɝ
sellers,ˈsɛlɝz
selling,ˈsɛlɪŋ
sells,ˈsɛlz
semester,səˈmɛstɝ
semi,ˈsɛmaj
semiconductor,ˌsɛmajkənˈdəktɝ
seminar,ˈsɛməˌnɑɹ
seminars,ˈsɛməˌnɑɹz
senate,ˈsɛnət
senator,ˈsɛnətɝ
senators,ˈsɛnətɝz
send,ˈsɛnd
sender,ˈsɛndɝ
sending,ˈsɛndɪŋ
sends,ˈsɛndz
senegal,ˌsɛnəˈɡɔl
senior,ˈsinjɝ
seniors,ˈsinjɝz
sense,ˈsɛns
sensitive,ˈsɛnsətɪv
sensitivity,ˌsɛnsɪˈtɪvɪti
sensor,ˈsɛnsɝ
sensors,ˈsɛnsɝz
sent,ˈsɛnt
sentence,ˈsɛntəns
sentences,ˈsɛntənsəz
separate,ˈsɛpɝˌejt
separated,ˈsɛpɝˌejtɪd
separately,ˈsɛpɝətli
separation,ˌsɛpɝˈejʃən
sept,ˈsɛpt
september,sɛpˈtɛmbɝ
sequence,ˈsikwəns
sequences,ˈsikwənsəz
serbia,ˈsɝbiə
serial,ˈsɪˌɹiəl
series,ˈsɪɹiz
serious,ˈsɪɹiəs
seriously,ˈsɪɹiəsli
serum,ˈsɪɹəm
serve,ˈsɝv
served,ˈsɝvd
server,ˈsɝvɝ
servers,ˈsɝvɝz
serves,ˈsɝvz
service,ˈsɝvəs
services,ˈsɝvəsəz
serving,ˈsɝvɪŋ
session,ˈsɛʃən
sessions,ˈsɛʃənz
set,ˈsɛt
sets,ˈsɛts
setting,ˈsɛtɪŋ
settings,ˈsɛtɪŋz
settle,ˈsɛtəl
settled,ˈsɛtəld
settlement,ˈsɛtəlmənt
setup,ˈsɛˌtəp
seven,ˈsɛvən
seventh,ˈsɛvənθ
several,ˈsɛvɝəl
severe,səˈvɪɹ
sewing,ˈsowɪŋ
sex,ˈsɛks
sexual,ˈsɛkʃuəl
sexuality,ˌsɛkʃuˈæləti
sexually,ˈsɛkʃuəli
sexy,ˈsɛksi
shade,ˈʃejd
shades,ˈʃejdz
shadow,ˈʃæˌdow
shadows,ˈʃæˌdowz
shaft,ˈʃæft
shake,ˈʃejk
shakespeare,ˈʃejkˌspiɹ
shakira,ˌʃæˈkiɹə
shall,ˈʃæl
shame,ˈʃejm
shanghai,ˈʃæŋˈhaj
shannon,ˈʃænən
shape,ˈʃejp
shaped,ˈʃejpt
shapes,ˈʃejps
share,ˈʃɛɹ
shared,ˈʃɛɹd
shareholders,ˈʃɛɹˌhowldɝz
shares,ˈʃɛɹz
shareware,ˈʃɛɹˌwɛɹ
sharing,ˈʃɛɹɪŋ
shark,ˈʃɑɹk
sharon,ˈʃæɹən
sharp,ˈʃɑɹp
shaved,ˈʃejvd
shaw,ˈʃɔ
she,ˈʃi
shed,ˈʃɛd
sheep,ˈʃip
sheer,ˈʃɪɹ
sheet,ˈʃit
sheets,ˈʃits
sheffield,ˈʃɛfild
shelf,ˈʃɛlf
shell,ˈʃɛl
shelter,ˈʃɛltɝ
shepherd,ˈʃɛpɝd
sheriff,ˈʃɛɹəf
sherman,ˈʃɝmən
shield,ˈʃild
shift,ˈʃɪft
shine,ˈʃajn
ship,ˈʃɪp
shipment,ˈʃɪpmənt
shipments,ˈʃɪpmənts
shipped,ˈʃɪpt
shipping,ˈʃɪpɪŋ
ships,ˈʃɪps
shirt,ˈʃɝt
shirts,ˈʃɝts
shit,ˈʃɪt
shock,ˈʃɑk
shoe,ˈʃu
shoes,ˈʃuz
shoot,ˈʃut
shooting,ˈʃutɪŋ
shop,ˈʃɑp
shopper,ˈʃɑpɝ
shoppers,ˈʃɑpɝz
shopping,ˈʃɑpɪŋ
shops,ˈʃɑps
shore,ˈʃɔɹ
short,ˈʃɔɹt
shortcuts,ˈʃɔɹtˌkəts
shorter,ˈʃɔɹtɝ
shortly,ˈʃɔɹtli
shorts,ˈʃɔɹts
shot,ˈʃɑt
shots,ˈʃɑts
should,ˈʃʊd
shoulder,ˈʃowldɝ
show,ˈʃow
showcase,ˈʃowˌkejs
showed,ˈʃowd
shower,ˈʃawɝ
showers,ˈʃawɝz
showing,ˈʃowɪŋ
shown,ˈʃown
shows,ˈʃowz
shut,ˈʃət
shuttle,ˈʃətəl
sick,ˈsɪk
side,ˈsajd
sides,ˈsajdz
siemens,ˈsimənz
sierra,siˈɛɹə
sight,ˈsajt
sigma,ˈsɪɡmə
sign,ˈsajn
signal,ˈsɪɡnəl
signals,ˈsɪɡnəlz
signature,ˈsɪɡnətʃɝ
signatures,ˈsɪɡnətʃɝz
signed,ˈsajnd
significance,səɡˈnɪfɪkəns
significant,səɡˈnɪfɪkənt
significantly,sɪɡˈnɪfɪkəntli
signing,ˈsajnɪŋ
signs,ˈsajnz
silence,ˈsajləns
silent,ˈsajlənt
silicon,ˈsɪləkən
silk,ˈsɪlk
silly,ˈsɪli
silver,ˈsɪlvɝ
sim,ˈsɪm
similar,ˈsɪməlɝ
similarly,ˈsɪməlɝli
simon,ˈsajmən
simple,ˈsɪmpəl
simplified,ˈsɪmpləˌfajd
simply,ˈsɪmpli
simpson,ˈsɪmpsən
simpsons,ˈsɪmpsənz
sims,ˈsɪmz
simulation,ˌsɪmjəˈlejʃən
simulations,ˌsɪmjəˈlejʃənz
simultaneously,ˌsajməlˈtejniəsli
sin,ˈsɪn
since,ˈsɪns
sing,ˈsɪŋ
singapore,ˈsɪŋəˌpɔɹ
singer,ˈsɪŋɝ
singh,ˈsɪŋ
singing,ˈsɪŋɪŋ
single,ˈsɪŋɡəl
singles,ˈsɪŋɡəlz
sink,ˈsɪŋk
sip,ˈsɪp
sir,ˈsɝ
sister,ˈsɪstɝ
sisters,ˈsɪstɝz
sit,ˈsɪt
site,ˈsajt
sites,ˈsajts
sitting,ˈsɪtɪŋ
situated,ˈsɪtʃuˌejtɪd
situation,ˌsɪtʃuˈejʃən
situations,ˌsɪtʃuˈejʃənz
six,ˈsɪks
sixth,ˈsɪksθ
size,ˈsajz
sized,ˈsajzd
sizes,ˈsajzəz
skating,ˈskejtɪŋ
ski,ˈski
skiing,ˈskiɪŋ
skill,ˈskɪl
skilled,ˈskɪld
skills,ˈskɪlz
skin,ˈskɪn
skins,ˈskɪnz
skip,ˈskɪp
skirt,ˈskɝt
skirts,ˈskɝts
sky,ˈskaj
skype,ˈskajp
slave,ˈslejv
sleep,ˈslip
sleeping,ˈslipɪŋ
sleeps,ˈslips
sleeve,ˈsliv
slide,ˈslajd
slides,ˈslajdz
slight,ˈslajt
slightly,ˈslajtli
slim,ˈslɪm
slip,ˈslɪp
slope,ˈslowp
slot,ˈslɑt
slots,ˈslɑts
slovak,ˈslowvæk
slovakia,ˌslowˈvɑˌkiə
slovenia,ˌslowˈviniə
slow,ˈslow
slowly,ˈslowli
slut,ˈslət
sluts,ˈsləts
small,ˈsmɔl
smaller,ˈsmɔlɝ
smallest,ˈsmɔləst
smart,ˈsmɑɹt
smell,ˈsmɛl
smile,ˈsmajl
smith,ˈsmɪθ
smithsonian,smɪˈsowniən
smoke,ˈsmowk
smoking,ˈsmowkɪŋ
smooth,ˈsmuð
sms,ˌɛˌsɛˈmɛs
snake,ˈsnejk
snap,ˈsnæp
snapshot,ˈsnæpˌʃɑt
snow,ˈsnow
snowboard,ˈsnowˌbɔɹd
so,ˈsow
soap,ˈsowp
soccer,ˈsɑkɝ
social,ˈsowʃəl
societies,səˈsajətiz
society,səˈsajəti
sociology,ˌsowsiˈɑlədʒi
socket,ˈsɑkət
socks,ˈsɑks
sodium,ˈsowdiəm
sofa,ˈsowfə
soft,ˈsɑft
softball,ˈsɔfˌbɔl
software,ˈsɔfˌwɛɹ
soil,ˈsɔjl
solar,ˈsowlɝ
solaris,sowˈlɛɹɪs
sold,ˈsowld
soldier,ˈsowldʒɝ
soldiers,ˈsowldʒɝz
sole,ˈsowl
solely,ˈsowəli
solid,ˈsɑləd
solo,ˈsowˌlow
solomon,ˈsɑləmən
solution,səˈluʃən
solutions,səˈluʃənz
solve,ˈsɑlv
solved,ˈsɑlvd
solving,ˈsɑlvɪŋ
soma,ˈsowmɑ
somalia,səˈmɑliə
some,ˈsəm
somebody,ˈsəmˌbɑdi
somehow,ˈsəmˌhaw
someone,ˈsəmˌwən
somerset,ˈsəmɝˌsɛt
something,ˈsəmθɪŋ
sometimes,ˈsəmˌtajmz
somewhat,ˈsəmˈwət
somewhere,ˈsəmˌwɛɹ
son,ˈsən
song,ˈsɔŋ
songs,ˈsɔŋz
sonic,ˈsɑnɪk
sons,ˈsənz
sony,ˈsowni
soon,ˈsun
soonest,ˈsunəst
sophisticated,səˈfɪstəˌkejtɪd
sorry,ˈsɑɹi
sort,ˈsɔɹt
sorted,ˈsɔɹtɪd
sorts,ˈsɔɹts
sought,ˈsɔt
soul,ˈsowl
souls,ˈsowlz
sound,ˈsawnd
sounds,ˈsawndz
soundtrack,ˈsawnˌtɹæk
soup,ˈsup
source,ˈsɔɹs
sources,ˈsɔɹsəz
south,ˈsawθ
southampton,ˌsawθˈhæmptən
southeast,ˌsawˈθist
southern,ˈsəðɝn
southwest,ˌsawθˈwɛst
soviet,ˈsowviˌɛt
spa,ˈspɑ
space,ˈspejs
spaces,ˈspejsəz
spain,ˈspejn
spam,ˈspæm
span,ˈspæn
spanish,ˈspænɪʃ
spank,ˈspæŋk
spanking,ˈspæŋkɪŋ
sparc,ˈspɑɹk
spare,ˈspɛɹ
spas,ˈspɑz
spatial,ˈspejʃəl
speak,ˈspik
speaker,ˈspikɝ
speakers,ˈspikɝz
speaking,ˈspikɪŋ
speaks,ˈspiks
spears,ˈspɪɹz
spec,ˈspɛk
special,ˈspɛʃəl
specialist,ˈspɛʃələst
specialists,ˈspɛʃələsts
specialized,ˈspɛʃəˌlajzd
specializing,ˈspɛʃəˌlajzɪŋ
specially,ˈspɛʃəli
specials,ˈspɛʃəlz
specialties,ˈspɛʃəltiz
specialty,ˈspejʃəlti
species,ˈspiʃiz
specific,spəˈsɪfɪk
specifically,spəˈsɪfɪkli
specification,ˌspɛsɪfɪˈkejʃən
specifications,ˌspɛsəfəˈkejʃənz
specifics,spɪˈsɪfɪks
specified,ˈspɛsəˌfajd
specifies,ˈspɛsəˌfajz
specify,ˈspɛsəˌfaj
specs,ˈspɛks
spectacular,spɛkˈtækjəlɝ
spectrum,ˈspɛktɹəm
speech,ˈspitʃ
speeches,ˈspitʃəz
speed,ˈspid
speeds,ˈspidz
spell,ˈspɛl
spelling,ˈspɛlɪŋ
spencer,ˈspɛnsɝ
spend,ˈspɛnd
spending,ˈspɛndɪŋ
spent,ˈspɛnt
sperm,ˈspɝm
sphere,ˈsfɪɹ
spice,ˈspajs
spider,ˈspajdɝ
spies,ˈspajz
spin,ˈspɪn
spine,ˈspajn
spirit,ˈspɪɹət
spirits,ˈspɪɹɪts
spiritual,ˈspɪɹɪˌtʃuəl
spirituality,ˌspɪɹɪˌtʃuˈæləˌti
split,ˈsplɪt
spoke,ˈspowk
spoken,ˈspowkən
spokesman,ˈspowksmən
sponsor,ˈspɑnsɝ
sponsored,ˈspɑnsɝd
